clip_id,video_path,ann_path,label,split,frame_start,frame_end,clip_type,n_ann_frames,window_idx
F_101_1_2_0_0_fight_505_960_w2,/data/raw/UBI_FIGHTS/videos/fight/F_101_1_2_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_101_1_2_0_0.csv,1,val,505,960,positive,2880,2
F_101_1_2_0_0_fight_1920_2069_w0,/data/raw/UBI_FIGHTS/videos/fight/F_101_1_2_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_101_1_2_0_0.csv,1,val,1920,2069,positive,2880,0
F_101_1_2_0_0_fight_1920_2069_w1,/data/raw/UBI_FIGHTS/videos/fight/F_101_1_2_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_101_1_2_0_0.csv,1,val,1920,2069,positive,2880,1
F_101_1_2_0_0_fight_1920_2069_w2,/data/raw/UBI_FIGHTS/videos/fight/F_101_1_2_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_101_1_2_0_0.csv,1,val,1920,2069,positive,2880,2
F_101_1_2_0_0_nonfight_0,/data/raw/UBI_FIGHTS/videos/fight/F_101_1_2_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_101_1_2_0_0.csv,0,val,403,435,negative,2880,0
F_101_1_2_0_0_nonfight_1,/data/raw/UBI_FIGHTS/videos/fight/F_101_1_2_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_101_1_2_0_0.csv,0,val,2821,2853,negative,2880,0
F_101_1_2_0_0_nonfight_2,/data/raw/UBI_FIGHTS/videos/fight/F_101_1_2_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_101_1_2_0_0.csv,0,val,340,372,negative,2880,0
F_101_1_2_0_0_nonfight_3,/data/raw/UBI_FIGHTS/videos/fight/F_101_1_2_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_101_1_2_0_0.csv,0,val,2316,2348,negative,2880,0
F_102_0_0_0_1_fight_37_480_w0,/data/raw/UBI_FIGHTS/videos/fight/F_102_0_0_0_1.mp4,/data/raw/UBI_FIGHTS/annotation/F_102_0_0_0_1.csv,1,train,37,480,positive,2400,0
F_102_0_0_0_1_fight_37_480_w1,/data/raw/UBI_FIGHTS/videos/fight/F_102_0_0_0_1.mp4,/data/raw/UBI_FIGHTS/annotation/F_102_0_0_0_1.csv,1,train,37,480,positive,2400,1
F_102_0_0_0_1_fight_37_480_w2,/data/raw/UBI_FIGHTS/videos/fight/F_102_0_0_0_1.mp4,/data/raw/UBI_FIGHTS/annotation/F_102_0_0_0_1.csv,1,train,37,480,positive,2400,2
F_102_0_0_0_1_fight_960_1287_w0,/data/raw/UBI_FIGHTS/videos/fight/F_102_0_0_0_1.mp4,/data/raw/UBI_FIGHTS/annotation/F_102_0_0_0_1.csv,1,train,960,1287,positive,2400,0
F_102_0_0_0_1_fight_960_1287_w1,/data/raw/UBI_FIGHTS/videos/fight/F_102_0_0_0_1.mp4,/data/raw/UBI_FIGHTS/annotation/F_102_0_0_0_1.csv,1,train,960,1287,positive,2400,1
F_102_0_0_0_1_fight_960_1287_w2,/data/raw/UBI_FIGHTS/videos/fight/F_102_0_0_0_1.mp4,/data/raw/UBI_FIGHTS/annotation/F_102_0_0_0_1.csv,1,train,960,1287,positive,2400,2
F_102_0_0_0_1_fight_1440_1920_w0,/data/raw/UBI_FIGHTS/videos/fight/F_102_0_0_0_1.mp4,/data/raw/UBI_FIGHTS/annotation/F_102_0_0_0_1.csv,1,train,1440,1920,positive,2400,0
F_102_0_0_0_1_fight_1440_1920_w1,/data/raw/UBI_FIGHTS/videos/fight/F_102_0_0_0_1.mp4,/data/raw/UBI_FIGHTS/annotation/F_102_0_0_0_1.csv,1,train,1440,1920,positive,2400,1
F_102_0_0_0_1_fight_1440_1920_w2,/data/raw/UBI_FIGHTS/videos/fight/F_102_0_0_0_1.mp4,/data/raw/UBI_FIGHTS/annotation/F_102_0_0_0_1.csv,1,train,1440,1920,positive,2400,2
F_102_0_0_0_1_nonfight_0,/data/raw/UBI_FIGHTS/videos/fight/F_102_0_0_0_1.mp4,/data/raw/UBI_FIGHTS/annotation/F_102_0_0_0_1.csv,0,train,492,524,negative,2400,0
F_102_0_0_0_1_nonfight_1,/data/raw/UBI_FIGHTS/videos/fight/F_102_0_0_0_1.mp4,/data/raw/UBI_FIGHTS/annotation/F_102_0_0_0_1.csv,0,train,618,650,negative,2400,0
F_102_0_0_0_1_nonfight_2,/data/raw/UBI_FIGHTS/videos/fight/F_102_0_0_0_1.mp4,/data/raw/UBI_FIGHTS/annotation/F_102_0_0_0_1.csv,0,train,874,906,negative,2400,0
F_102_0_0_0_1_nonfight_3,/data/raw/UBI_FIGHTS/videos/fight/F_102_0_0_0_1.mp4,/data/raw/UBI_FIGHTS/annotation/F_102_0_0_0_1.csv,0,train,2268,2300,negative,2400,0
F_103_1_2_0_0_fight_186_232_w0,/data/raw/UBI_FIGHTS/videos/fight/F_103_1_2_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_103_1_2_0_0.csv,1,train,186,232,positive,960,0
F_103_1_2_0_0_fight_280_327_w0,/data/raw/UBI_FIGHTS/videos/fight/F_103_1_2_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_103_1_2_0_0.csv,1,train,280,327,positive,960,0
F_103_1_2_0_0_fight_358_723_w0,/data/raw/UBI_FIGHTS/videos/fight/F_103_1_2_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_103_1_2_0_0.csv,1,train,358,723,positive,960,0
F_103_1_2_0_0_fight_358_723_w1,/data/raw/UBI_FIGHTS/videos/fight/F_103_1_2_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_103_1_2_0_0.csv,1,train,358,723,positive,960,1
F_103_1_2_0_0_fight_358_723_w2,/data/raw/UBI_FIGHTS/videos/fight/F_103_1_2_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_103_1_2_0_0.csv,1,train,358,723,positive,960,2
F_103_1_2_0_0_fight_848_960_w0,/data/raw/UBI_FIGHTS/videos/fight/F_103_1_2_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_103_1_2_0_0.csv,1,train,848,960,positive,960,0
F_103_1_2_0_0_fight_848_960_w1,/data/raw/UBI_FIGHTS/videos/fight/F_103_1_2_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_103_1_2_0_0.csv,1,train,848,960,positive,960,1
F_103_1_2_0_0_fight_848_960_w2,/data/raw/UBI_FIGHTS/videos/fight/F_103_1_2_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_103_1_2_0_0.csv,1,train,848,960,positive,960,2
F_103_1_2_0_0_nonfight_0,/data/raw/UBI_FIGHTS/videos/fight/F_103_1_2_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_103_1_2_0_0.csv,0,train,750,782,negative,960,0
F_103_1_2_0_0_nonfight_1,/data/raw/UBI_FIGHTS/videos/fight/F_103_1_2_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_103_1_2_0_0.csv,0,train,0,32,negative,960,0
F_103_1_2_0_0_nonfight_2,/data/raw/UBI_FIGHTS/videos/fight/F_103_1_2_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_103_1_2_0_0.csv,0,train,85,117,negative,960,0
F_103_1_2_0_0_nonfight_3,/data/raw/UBI_FIGHTS/videos/fight/F_103_1_2_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_103_1_2_0_0.csv,0,train,808,840,negative,960,0
F_104_1_2_0_1_fight_960_1259_w0,/data/raw/UBI_FIGHTS/videos/fight/F_104_1_2_0_1.mp4,/data/raw/UBI_FIGHTS/annotation/F_104_1_2_0_1.csv,1,train,960,1259,positive,3360,0
F_104_1_2_0_1_fight_960_1259_w1,/data/raw/UBI_FIGHTS/videos/fight/F_104_1_2_0_1.mp4,/data/raw/UBI_FIGHTS/annotation/F_104_1_2_0_1.csv,1,train,960,1259,positive,3360,1
F_104_1_2_0_1_fight_960_1259_w2,/data/raw/UBI_FIGHTS/videos/fight/F_104_1_2_0_1.mp4,/data/raw/UBI_FIGHTS/annotation/F_104_1_2_0_1.csv,1,train,960,1259,positive,3360,2
F_104_1_2_0_1_fight_1790_1920_w0,/data/raw/UBI_FIGHTS/videos/fight/F_104_1_2_0_1.mp4,/data/raw/UBI_FIGHTS/annotation/F_104_1_2_0_1.csv,1,train,1790,1920,positive,3360,0
F_104_1_2_0_1_fight_1790_1920_w1,/data/raw/UBI_FIGHTS/videos/fight/F_104_1_2_0_1.mp4,/data/raw/UBI_FIGHTS/annotation/F_104_1_2_0_1.csv,1,train,1790,1920,positive,3360,1
F_104_1_2_0_1_fight_1790_1920_w2,/data/raw/UBI_FIGHTS/videos/fight/F_104_1_2_0_1.mp4,/data/raw/UBI_FIGHTS/annotation/F_104_1_2_0_1.csv,1,train,1790,1920,positive,3360,2
F_104_1_2_0_1_fight_2914_2973_w0,/data/raw/UBI_FIGHTS/videos/fight/F_104_1_2_0_1.mp4,/data/raw/UBI_FIGHTS/annotation/F_104_1_2_0_1.csv,1,train,2914,2973,positive,3360,0
F_104_1_2_0_1_nonfight_0,/data/raw/UBI_FIGHTS/videos/fight/F_104_1_2_0_1.mp4,/data/raw/UBI_FIGHTS/annotation/F_104_1_2_0_1.csv,0,train,3133,3165,negative,3360,0
F_104_1_2_0_1_nonfight_1,/data/raw/UBI_FIGHTS/videos/fight/F_104_1_2_0_1.mp4,/data/raw/UBI_FIGHTS/annotation/F_104_1_2_0_1.csv,0,train,2645,2677,negative,3360,0
F_104_1_2_0_1_nonfight_2,/data/raw/UBI_FIGHTS/videos/fight/F_104_1_2_0_1.mp4,/data/raw/UBI_FIGHTS/annotation/F_104_1_2_0_1.csv,0,train,2131,2163,negative,3360,0
F_104_1_2_0_1_nonfight_3,/data/raw/UBI_FIGHTS/videos/fight/F_104_1_2_0_1.mp4,/data/raw/UBI_FIGHTS/annotation/F_104_1_2_0_1.csv,0,train,886,918,negative,3360,0
F_105_1_0_0_0_fight_272_613_w0,/data/raw/UBI_FIGHTS/videos/fight/F_105_1_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_105_1_0_0_0.csv,1,val,272,613,positive,3360,0
F_105_1_0_0_0_fight_272_613_w1,/data/raw/UBI_FIGHTS/videos/fight/F_105_1_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_105_1_0_0_0.csv,1,val,272,613,positive,3360,1
F_105_1_0_0_0_fight_272_613_w2,/data/raw/UBI_FIGHTS/videos/fight/F_105_1_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_105_1_0_0_0.csv,1,val,272,613,positive,3360,2
F_105_1_0_0_0_fight_715_1336_w0,/data/raw/UBI_FIGHTS/videos/fight/F_105_1_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_105_1_0_0_0.csv,1,val,715,1336,positive,3360,0
F_105_1_0_0_0_fight_715_1336_w1,/data/raw/UBI_FIGHTS/videos/fight/F_105_1_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_105_1_0_0_0.csv,1,val,715,1336,positive,3360,1
F_105_1_0_0_0_fight_715_1336_w2,/data/raw/UBI_FIGHTS/videos/fight/F_105_1_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_105_1_0_0_0.csv,1,val,715,1336,positive,3360,2
F_105_1_0_0_0_fight_1412_1491_w0,/data/raw/UBI_FIGHTS/videos/fight/F_105_1_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_105_1_0_0_0.csv,1,val,1412,1491,positive,3360,0
F_105_1_0_0_0_fight_1412_1491_w1,/data/raw/UBI_FIGHTS/videos/fight/F_105_1_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_105_1_0_0_0.csv,1,val,1412,1491,positive,3360,1
F_105_1_0_0_0_fight_1611_1667_w0,/data/raw/UBI_FIGHTS/videos/fight/F_105_1_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_105_1_0_0_0.csv,1,val,1611,1667,positive,3360,0
F_105_1_0_0_0_fight_1906_1982_w0,/data/raw/UBI_FIGHTS/videos/fight/F_105_1_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_105_1_0_0_0.csv,1,val,1906,1982,positive,3360,0
F_105_1_0_0_0_fight_1906_1982_w1,/data/raw/UBI_FIGHTS/videos/fight/F_105_1_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_105_1_0_0_0.csv,1,val,1906,1982,positive,3360,1
F_105_1_0_0_0_fight_2880_3360_w0,/data/raw/UBI_FIGHTS/videos/fight/F_105_1_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_105_1_0_0_0.csv,1,val,2880,3360,positive,3360,0
F_105_1_0_0_0_fight_2880_3360_w1,/data/raw/UBI_FIGHTS/videos/fight/F_105_1_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_105_1_0_0_0.csv,1,val,2880,3360,positive,3360,1
F_105_1_0_0_0_fight_2880_3360_w2,/data/raw/UBI_FIGHTS/videos/fight/F_105_1_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_105_1_0_0_0.csv,1,val,2880,3360,positive,3360,2
F_105_1_0_0_0_nonfight_0,/data/raw/UBI_FIGHTS/videos/fight/F_105_1_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_105_1_0_0_0.csv,0,val,2076,2108,negative,3360,0
F_105_1_0_0_0_nonfight_1,/data/raw/UBI_FIGHTS/videos/fight/F_105_1_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_105_1_0_0_0.csv,0,val,2363,2395,negative,3360,0
F_105_1_0_0_0_nonfight_2,/data/raw/UBI_FIGHTS/videos/fight/F_105_1_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_105_1_0_0_0.csv,0,val,2814,2846,negative,3360,0
F_105_1_0_0_0_nonfight_3,/data/raw/UBI_FIGHTS/videos/fight/F_105_1_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_105_1_0_0_0.csv,0,val,0,32,negative,3360,0
F_106_1_2_0_0_fight_31_57_w0,/data/raw/UBI_FIGHTS/videos/fight/F_106_1_2_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_106_1_2_0_0.csv,1,train,31,57,positive,480,0
F_106_1_2_0_0_fight_130_411_w0,/data/raw/UBI_FIGHTS/videos/fight/F_106_1_2_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_106_1_2_0_0.csv,1,train,130,411,positive,480,0
F_106_1_2_0_0_fight_130_411_w1,/data/raw/UBI_FIGHTS/videos/fight/F_106_1_2_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_106_1_2_0_0.csv,1,train,130,411,positive,480,1
F_106_1_2_0_0_fight_130_411_w2,/data/raw/UBI_FIGHTS/videos/fight/F_106_1_2_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_106_1_2_0_0.csv,1,train,130,411,positive,480,2
F_106_1_2_0_0_nonfight_0,/data/raw/UBI_FIGHTS/videos/fight/F_106_1_2_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_106_1_2_0_0.csv,0,train,97,129,negative,480,0
F_106_1_2_0_0_nonfight_1,/data/raw/UBI_FIGHTS/videos/fight/F_106_1_2_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_106_1_2_0_0.csv,0,train,65,97,negative,480,0
F_106_1_2_0_0_nonfight_2,/data/raw/UBI_FIGHTS/videos/fight/F_106_1_2_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_106_1_2_0_0.csv,0,train,445,477,negative,480,0
F_106_1_2_0_0_nonfight_3,/data/raw/UBI_FIGHTS/videos/fight/F_106_1_2_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_106_1_2_0_0.csv,0,train,412,444,negative,480,0
F_107_1_2_0_0_fight_386_417_w0,/data/raw/UBI_FIGHTS/videos/fight/F_107_1_2_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_107_1_2_0_0.csv,1,train,386,417,positive,3360,0
F_107_1_2_0_0_fight_480_775_w0,/data/raw/UBI_FIGHTS/videos/fight/F_107_1_2_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_107_1_2_0_0.csv,1,train,480,775,positive,3360,0
F_107_1_2_0_0_fight_480_775_w1,/data/raw/UBI_FIGHTS/videos/fight/F_107_1_2_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_107_1_2_0_0.csv,1,train,480,775,positive,3360,1
F_107_1_2_0_0_fight_480_775_w2,/data/raw/UBI_FIGHTS/videos/fight/F_107_1_2_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_107_1_2_0_0.csv,1,train,480,775,positive,3360,2
F_107_1_2_0_0_fight_888_960_w0,/data/raw/UBI_FIGHTS/videos/fight/F_107_1_2_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_107_1_2_0_0.csv,1,train,888,960,positive,3360,0
F_107_1_2_0_0_fight_888_960_w1,/data/raw/UBI_FIGHTS/videos/fight/F_107_1_2_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_107_1_2_0_0.csv,1,train,888,960,positive,3360,1
F_107_1_2_0_0_fight_1006_1115_w0,/data/raw/UBI_FIGHTS/videos/fight/F_107_1_2_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_107_1_2_0_0.csv,1,train,1006,1115,positive,3360,0
F_107_1_2_0_0_fight_1006_1115_w1,/data/raw/UBI_FIGHTS/videos/fight/F_107_1_2_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_107_1_2_0_0.csv,1,train,1006,1115,positive,3360,1
F_107_1_2_0_0_fight_1006_1115_w2,/data/raw/UBI_FIGHTS/videos/fight/F_107_1_2_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_107_1_2_0_0.csv,1,train,1006,1115,positive,3360,2
F_107_1_2_0_0_fight_1385_1521_w0,/data/raw/UBI_FIGHTS/videos/fight/F_107_1_2_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_107_1_2_0_0.csv,1,train,1385,1521,positive,3360,0
F_107_1_2_0_0_fight_1385_1521_w1,/data/raw/UBI_FIGHTS/videos/fight/F_107_1_2_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_107_1_2_0_0.csv,1,train,1385,1521,positive,3360,1
F_107_1_2_0_0_fight_1385_1521_w2,/data/raw/UBI_FIGHTS/videos/fight/F_107_1_2_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_107_1_2_0_0.csv,1,train,1385,1521,positive,3360,2
F_107_1_2_0_0_fight_1716_1781_w0,/data/raw/UBI_FIGHTS/videos/fight/F_107_1_2_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_107_1_2_0_0.csv,1,train,1716,1781,positive,3360,0
F_107_1_2_0_0_fight_1716_1781_w1,/data/raw/UBI_FIGHTS/videos/fight/F_107_1_2_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_107_1_2_0_0.csv,1,train,1716,1781,positive,3360,1
F_107_1_2_0_0_fight_1920_1938_w0,/data/raw/UBI_FIGHTS/videos/fight/F_107_1_2_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_107_1_2_0_0.csv,1,train,1920,1938,positive,3360,0
F_107_1_2_0_0_fight_2406_2459_w0,/data/raw/UBI_FIGHTS/videos/fight/F_107_1_2_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_107_1_2_0_0.csv,1,train,2406,2459,positive,3360,0
F_107_1_2_0_0_fight_2538_2664_w0,/data/raw/UBI_FIGHTS/videos/fight/F_107_1_2_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_107_1_2_0_0.csv,1,train,2538,2664,positive,3360,0
F_107_1_2_0_0_fight_2538_2664_w1,/data/raw/UBI_FIGHTS/videos/fight/F_107_1_2_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_107_1_2_0_0.csv,1,train,2538,2664,positive,3360,1
F_107_1_2_0_0_fight_2538_2664_w2,/data/raw/UBI_FIGHTS/videos/fight/F_107_1_2_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_107_1_2_0_0.csv,1,train,2538,2664,positive,3360,2
F_107_1_2_0_0_fight_2835_3360_w0,/data/raw/UBI_FIGHTS/videos/fight/F_107_1_2_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_107_1_2_0_0.csv,1,train,2835,3360,positive,3360,0
F_107_1_2_0_0_fight_2835_3360_w1,/data/raw/UBI_FIGHTS/videos/fight/F_107_1_2_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_107_1_2_0_0.csv,1,train,2835,3360,positive,3360,1
F_107_1_2_0_0_fight_2835_3360_w2,/data/raw/UBI_FIGHTS/videos/fight/F_107_1_2_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_107_1_2_0_0.csv,1,train,2835,3360,positive,3360,2
F_107_1_2_0_0_nonfight_0,/data/raw/UBI_FIGHTS/videos/fight/F_107_1_2_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_107_1_2_0_0.csv,0,train,1817,1849,negative,3360,0
F_107_1_2_0_0_nonfight_1,/data/raw/UBI_FIGHTS/videos/fight/F_107_1_2_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_107_1_2_0_0.csv,0,train,322,354,negative,3360,0
F_107_1_2_0_0_nonfight_2,/data/raw/UBI_FIGHTS/videos/fight/F_107_1_2_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_107_1_2_0_0.csv,0,train,852,884,negative,3360,0
