clip_id,source,true_label,q_skel,q_int,q_obj,q_po,q_valid,gqs_composite,w_skel,w_int,w_obj,w_vit,prob__E_full_qgf,prob__E_full_lw,prob__E_full_qgf_fixed
fight_0014_w01,CCTV,1,0.9375,0.34375,1.0,0.9375,0.9375,0.7,0.26304784417152405,0.18366356194019318,0.22901681065559387,0.3242717385292053,0.952095627784729,0.9714935421943665,0.9725793600082397
fight_0014_w04,CCTV,1,0.875,0.4375,0.90625,0.8125,0.875,0.6875,0.2577933967113495,0.17998412251472473,0.23169547319412231,0.33052703738212585,0.9646883606910706,0.9824914336204529,0.9819299578666687
fight_0014_w05,CCTV,1,0.90625,0.71875,0.9375,0.84375,0.90625,0.8187500000000001,0.2427438497543335,0.18199051916599274,0.2435525506734848,0.3317130506038666,0.9494433999061584,0.9706493616104126,0.9716361165046692
fight_0017_w00,CCTV,1,0.71875,0.0,0.6875,0.5625,0.71875,0.4,0.25557684898376465,0.17760983109474182,0.22491787374019623,0.3418954312801361,0.037776846438646317,0.0206782054156065,0.017787745222449303
fight_0017_w01,CCTV,1,0.71875,0.03125,0.375,0.28125,0.71875,0.35625000000000007,0.22462522983551025,0.17688044905662537,0.20078305900096893,0.39771127700805664,0.02820231392979622,0.02578600123524666,0.013781450688838959
fight_0029_w01,CCTV,1,1.0,0.84375,0.96875,0.96875,1.0,0.93125,0.25985246896743774,0.17641599476337433,0.21384069323539734,0.349890798330307,0.9473690390586853,0.9635621309280396,0.9705886244773865
fight_0029_w06,CCTV,0,1.0,0.40625,0.9375,0.9375,1.0,0.75,0.26481372117996216,0.1782599687576294,0.2187337428331375,0.33819255232810974,0.24987784028053284,0.693138062953949,0.07796360552310944
fight_0029_w07,CCTV,0,1.0,1.0,0.96875,0.96875,1.0,0.99375,0.17811203002929688,0.3248292803764343,0.1742336004972458,0.3228250741958618,0.054004549980163574,0.03537376970052719,0.020819440484046936
fight_0029_w08,CCTV,0,1.0,1.0,1.0,1.0,1.0,1.0,0.20440535247325897,0.24363945424556732,0.2717060446739197,0.28024914860725403,0.07309046387672424,0.0319598950445652,0.03199166804552078
fight_0029_w09,CCTV,0,1.0,1.0,1.0,1.0,1.0,1.0,0.20440535247325897,0.24363945424556732,0.2717060446739197,0.28024914860725403,0.073000967502594,0.03167770802974701,0.03084636852145195
fight_0030_w01,CCTV,1,0.6875,0.15625,0.96875,0.6875,0.6875,0.47500000000000003,0.24658338725566864,0.1926611214876175,0.25387322902679443,0.30688226222991943,0.9500800967216492,0.970746636390686,0.9727272391319275
fight_0030_w03,CCTV,1,0.75,0.15625,0.84375,0.6875,0.75,0.5,0.25670191645622253,0.1823483556509018,0.23619139194488525,0.32475829124450684,0.9609537124633789,0.9783526659011841,0.9788460731506348
fight_0030_w04,CCTV,1,0.96875,0.28125,0.84375,0.8125,0.96875,0.6625,0.2576427459716797,0.17605866491794586,0.2153259515762329,0.3509726822376251,0.9614585041999817,0.9786847233772278,0.9806248545646667
fight_0030_w05,CCTV,1,0.9375,0.34375,0.96875,0.9375,0.9375,0.7,0.2650991380214691,0.18269437551498413,0.22604602575302124,0.3261604905128479,0.9515682458877563,0.9736270308494568,0.973599374294281
fight_0030_w06,CCTV,0,1.0,0.8125,1.0,1.0,1.0,0.925,0.26704466342926025,0.18185429275035858,0.22327031195163727,0.3278307616710663,0.05775969475507736,0.03641161322593689,0.021442832425236702
fight_0030_w07,CCTV,0,1.0,0.96875,1.0,1.0,1.0,0.9875,0.2654401361942291,0.18336071074008942,0.22578178346157074,0.3254174292087555,0.050059057772159576,0.02554720640182495,0.019655540585517883
fight_0030_w08,CCTV,0,1.0,0.9375,1.0,1.0,1.0,0.9750000000000001,0.2666676342487335,0.18220899999141693,0.22386053204536438,0.32726287841796875,0.043540071696043015,0.02394634298980236,0.016686417162418365
fight_0030_w09,CCTV,0,1.0,0.875,1.0,1.0,1.0,0.95,0.26698532700538635,0.18191012740135193,0.22336320579051971,0.3277413249015808,0.05189790576696396,0.028332697227597237,0.019430819898843765
fight_0030_w10,CCTV,0,0.25,0.0,0.78125,0.21875,0.25,0.14375000000000002,0.24996955692768097,0.18670722842216492,0.2788228988647461,0.2845003306865692,0.07195118069648743,0.027482077479362488,0.03671972081065178
fight_0034_w00,Mobile,1,0.59375,0.59375,1.0,0.59375,0.59375,0.59375,0.2572588324546814,0.1837143898010254,0.29252344369888306,0.26650339365005493,0.8131479024887085,0.8919803500175476,0.8699769973754883
fight_0034_w02,Mobile,1,1.0,1.0,1.0,1.0,1.0,1.0,0.20440535247325897,0.24363945424556732,0.2717060446739197,0.28024914860725403,0.9062836766242981,0.9504572153091431,0.9335015416145325
fight_0034_w05,Mobile,1,1.0,0.9375,1.0,1.0,1.0,0.9750000000000001,0.2666676342487335,0.18220899999141693,0.22386053204536438,0.32726287841796875,0.051286034286022186,0.03455975651741028,0.02119293063879013
fight_0034_w06,Mobile,0,0.0,0.0625,0.25,0.0625,0.0625,0.037500000000000006,0.2577466070652008,0.18632447719573975,0.29438140988349915,0.2615475058555603,0.0481051430106163,0.023323968052864075,0.02989925630390644
fight_0034_w07,Mobile,0,0.09375,0.0,0.78125,0.0625,0.125,0.05,0.2559686303138733,0.18440976738929749,0.28856873512268066,0.27105286717414856,0.0714581161737442,0.029066052287817,0.039136867970228195
fight_0034_w08,Mobile,0,1.0,1.0,1.0,1.0,1.0,1.0,0.20440535247325897,0.24363945424556732,0.2717060446739197,0.28024914860725403,0.05184749513864517,0.02279890701174736,0.024268513545393944
fight_0034_w09,Mobile,0,1.0,0.625,1.0,1.0,1.0,0.8500000000000001,0.2670803666114807,0.18182070553302765,0.22321444749832153,0.3278844952583313,0.9074156880378723,0.9576293230056763,0.8977845311164856
fight_0034_w10,Mobile,0,0.9375,0.40625,1.0,1.0,1.0,0.7375,0.2663803994655609,0.18713779747486115,0.22658395767211914,0.31989791989326477,0.9227831363677979,0.9682973623275757,0.9607848525047302
fight_0034_w11,Mobile,0,0.90625,0.34375,0.96875,0.90625,0.9375,0.68125,0.2628166377544403,0.18377631902694702,0.22935396432876587,0.3240530788898468,0.5429568886756897,0.5162834525108337,0.16066110134124756
fight_0035_w00,Mobile,1,1.0,1.0,1.0,1.0,1.0,1.0,0.20440535247325897,0.24363945424556732,0.2717060446739197,0.28024914860725403,0.06494022160768509,0.026882188394665718,0.03282798454165459
fight_0035_w01,Mobile,1,1.0,1.0,1.0,1.0,1.0,1.0,0.20440535247325897,0.24363945424556732,0.2717060446739197,0.28024914860725403,0.922976553440094,0.9722050428390503,0.9534937143325806
fight_0035_w04,Mobile,1,1.0,0.75,1.0,1.0,1.0,0.9000000000000001,0.26706546545028687,0.18183468282222748,0.22323772311210632,0.32786205410957336,0.9485775232315063,0.9733624458312988,0.9695359468460083
fight_0035_w05,Mobile,1,1.0,0.96875,1.0,1.0,1.0,0.9875,0.2654401361942291,0.18336071074008942,0.22578178346157074,0.3254174292087555,0.9591888189315796,0.9798517823219299,0.9775294065475464
fight_0035_w06,Mobile,0,1.0,0.90625,1.0,1.0,1.0,0.9625000000000001,0.26690253615379333,0.18198804557323456,0.2234928011894226,0.3276166021823883,0.04636409133672714,0.03239774331450462,0.02116137556731701
fight_0035_w07,Mobile,0,1.0,0.96875,1.0,1.0,1.0,0.9875,0.2654401361942291,0.18336071074008942,0.22578178346157074,0.3254174292087555,0.05412236973643303,0.03164108470082283,0.022574055939912796
fight_0035_w08,Mobile,0,1.0,0.9375,1.0,1.0,1.0,0.9750000000000001,0.2666676342487335,0.18220899999141693,0.22386053204536438,0.32726287841796875,0.9489299058914185,0.9735682606697083,0.9706405997276306
fight_0035_w09,Mobile,0,1.0,0.96875,1.0,1.0,1.0,0.9875,0.2654401361942291,0.18336071074008942,0.22578178346157074,0.3254174292087555,0.10300222039222717,0.24757078289985657,0.030153930187225342
fight_0035_w10,Mobile,0,1.0,0.96875,1.0,1.0,1.0,0.9875,0.2654401361942291,0.18336071074008942,0.22578178346157074,0.3254174292087555,0.20827436447143555,0.6169870495796204,0.0859716385602951
fight_0035_w11,Mobile,0,1.0,0.96875,1.0,1.0,1.0,0.9875,0.2654401361942291,0.18336071074008942,0.22578178346157074,0.3254174292087555,0.6288253664970398,0.9259545803070068,0.7232657670974731
fight_0042_w00,CCTV,1,1.0,0.90625,1.0,1.0,1.0,0.9625000000000001,0.26690253615379333,0.18198804557323456,0.2234928011894226,0.3276166021823883,0.9480026364326477,0.9725278615951538,0.9698916077613831
fight_0042_w01,CCTV,1,1.0,1.0,1.0,1.0,1.0,1.0,0.20440535247325897,0.24363945424556732,0.2717060446739197,0.28024914860725403,0.9088360667228699,0.9651625752449036,0.9279184341430664
fight_0042_w02,CCTV,1,1.0,0.78125,1.0,1.0,1.0,0.9125000000000001,0.26705729961395264,0.1818424016237259,0.22325056791305542,0.32784974575042725,0.9306668043136597,0.9667483568191528,0.9608508944511414
fight_0042_w03,CCTV,1,0.96875,0.78125,0.96875,0.9375,0.96875,0.8875,0.25811490416526794,0.1786932349205017,0.22704409062862396,0.3361477255821228,0.9398896098136902,0.9626537561416626,0.9650407433509827
fight_0042_w04,CCTV,1,0.9375,0.8125,1.0,1.0,1.0,0.8999999999999999,0.2616526484489441,0.20192287862300873,0.23809510469436646,0.2983294129371643,0.9421255588531494,0.9735788106918335,0.9641578197479248
fight_0042_w05,CCTV,1,1.0,0.875,1.0,1.0,1.0,0.95,0.26698532700538635,0.18191012740135193,0.22336320579051971,0.3277413249015808,0.9541963338851929,0.97467041015625,0.9730174541473389
fight_0042_w06,CCTV,0,0.96875,0.6875,1.0,0.96875,0.96875,0.8562500000000001,0.26280292868614197,0.18378952145576477,0.2293757200241089,0.3240318298339844,0.03981597349047661,0.018827928230166435,0.021152324974536896
fight_0042_w07,CCTV,0,1.0,0.5625,1.0,1.0,1.0,0.825,0.2670835256576538,0.18181771039962769,0.22320950031280518,0.32788926362991333,0.03927735984325409,0.021055134013295174,0.018336834385991096
fight_0042_w08,CCTV,0,1.0,0.8125,1.0,1.0,1.0,0.925,0.26704466342926025,0.18185429275035858,0.22327031195163727,0.3278307616710663,0.09766030311584473,0.04812502861022949,0.032303959131240845
fight_0042_w09,CCTV,0,1.0,0.0,0.96875,0.96875,1.0,0.59375,0.26715362071990967,0.18037883937358856,0.2223934382200241,0.33007416129112244,0.47576647996902466,0.7095291018486023,0.33751171827316284
fight_0042_w10,CCTV,0,1.0,0.0,1.0,1.0,1.0,0.6000000000000001,0.2670905590057373,0.18181106448173523,0.22319842875003815,0.32789990305900574,0.03797505050897598,0.01862998493015766,0.030988728627562523
fight_0042_w11,CCTV,0,1.0,1.0,1.0,1.0,1.0,1.0,0.20440535247325897,0.24363945424556732,0.2717060446739197,0.28024914860725403,0.04032920300960541,0.015042056329548359,0.023781761527061462
fight_0048_w01,CCTV,1,0.90625,0.34375,0.9375,0.875,0.90625,0.675,0.26290884613990784,0.1812497079372406,0.22798366844654083,0.32785770297050476,0.05025511980056763,0.03246340900659561,0.02893233485519886
fight_0048_w03,CCTV,1,0.5625,0.03125,0.71875,0.4375,0.5625,0.325,0.2454758882522583,0.18445062637329102,0.2497243732213974,0.3203490972518921,0.9424095749855042,0.9724453091621399,0.9715338349342346
fight_0048_w04,CCTV,1,0.09375,0.0,0.09375,0.03125,0.09375,0.043750000000000004,0.22635112702846527,0.1833702176809311,0.24205169081687927,0.34822696447372437,0.9095406532287598,0.9558787941932678,0.9546335935592651
fight_0048_w05,CCTV,1,0.40625,0.0,0.71875,0.3125,0.4375,0.225,0.24121414124965668,0.1895163357257843,0.2661581039428711,0.3031114935874939,0.9297757744789124,0.9480128288269043,0.9561392068862915
fight_0048_w06,CCTV,0,0.90625,0.28125,1.0,0.90625,0.90625,0.65625,0.26127296686172485,0.18454203009605408,0.23161494731903076,0.3225700855255127,0.06428870558738708,0.03620300814509392,0.025432279333472252
fight_0048_w07,CCTV,0,1.0,0.75,1.0,1.0,1.0,0.9000000000000001,0.26706546545028687,0.18183468282222748,0.22323772311210632,0.32786205410957336,0.04935261979699135,0.02295653708279133,0.018246199935674667
fight_0048_w08,CCTV,0,1.0,0.8125,1.0,1.0,1.0,0.925,0.26704466342926025,0.18185429275035858,0.22327031195163727,0.3278307616710663,0.0402657650411129,0.020015671849250793,0.02073214389383793
fight_0048_w09,CCTV,0,0.1875,0.0,0.3125,0.125,0.1875,0.1,0.23993711173534393,0.18853209912776947,0.26428115367889404,0.30724960565567017,0.059871017932891846,0.03251204639673233,0.027448609471321106
fight_0048_w10,CCTV,0,0.0,0.0,0.25,0.0,0.0,0.0,0.2572478652000427,0.18372437357902527,0.29252511262893677,0.26650258898735046,0.059912536293268204,0.027270538732409477,0.0385575108230114
fight_0048_w11,CCTV,0,0.21875,0.0,0.1875,0.125,0.21875,0.11250000000000002,0.24024631083011627,0.17617841064929962,0.2239939272403717,0.3595813512802124,0.0346900075674057,0.023801662027835846,0.01621430180966854
fight_0050_w00,CCTV,1,0.65625,0.21875,1.0,0.65625,0.65625,0.48125000000000007,0.24178794026374817,0.19457294046878815,0.26399311423301697,0.2996459901332855,0.9399016499519348,0.9744852781295776,0.9672331213951111
fight_0050_w01,CCTV,1,0.78125,0.375,1.0,0.78125,0.78125,0.61875,0.24625948071479797,0.19285184144973755,0.25437676906585693,0.30651193857192993,0.9502677321434021,0.9798932075500488,0.9753824472427368
fight_0050_w02,CCTV,1,0.96875,0.53125,1.0,0.96875,0.96875,0.7937500000000001,0.26436880230903625,0.18303483724594116,0.22709999978542328,0.3254963159561157,0.1989748626947403,0.19263765215873718,0.04821845516562462
fight_0050_w03,CCTV,1,0.96875,0.6875,1.0,0.96875,0.96875,0.8562500000000001,0.26280292868614197,0.18378952145576477,0.2293757200241089,0.3240318298339844,0.9451279640197754,0.9734041094779968,0.9712539911270142
fight_0050_w04,CCTV,1,1.0,0.75,1.0,1.0,1.0,0.9000000000000001,0.26706546545028687,0.18183468282222748,0.22323772311210632,0.32786205410957336,0.95126873254776,0.9763494729995728,0.9736150503158569
fight_0050_w05,CCTV,1,1.0,1.0,1.0,1.0,1.0,1.0,0.20440535247325897,0.24363945424556732,0.2717060446739197,0.28024914860725403,0.06358996778726578,0.030469326302409172,0.029020830988883972
fight_0050_w06,CCTV,0,1.0,1.0,1.0,1.0,1.0,1.0,0.20440535247325897,0.24363945424556732,0.2717060446739197,0.28024914860725403,0.05563996732234955,0.019127707928419113,0.02966046892106533
fight_0050_w07,CCTV,0,1.0,1.0,1.0,1.0,1.0,1.0,0.20440535247325897,0.24363945424556732,0.2717060446739197,0.28024914860725403,0.05215407907962799,0.0213333610445261,0.0275054182857275
fight_0050_w08,CCTV,0,1.0,1.0,1.0,1.0,1.0,1.0,0.20440535247325897,0.24363945424556732,0.2717060446739197,0.28024914860725403,0.04928545281291008,0.019716748967766762,0.027403781190514565
fight_0050_w09,CCTV,0,1.0,1.0,1.0,1.0,1.0,1.0,0.20440535247325897,0.24363945424556732,0.2717060446739197,0.28024914860725403,0.05350615829229355,0.020930033177137375,0.02803407795727253
fight_0054_w00,CCTV,1,1.0,0.28125,0.90625,0.90625,1.0,0.6937500000000001,0.2636607587337494,0.17768999934196472,0.21735747158527374,0.34129178524017334,0.959733247756958,0.9794809818267822,0.9783332347869873
fight_0054_w01,CCTV,1,0.9375,0.6875,0.9375,0.90625,0.9375,0.83125,0.26101383566856384,0.17907847464084625,0.22621524333953857,0.33369240164756775,0.9593666791915894,0.9716965556144714,0.9765928983688354
fight_0054_w02,CCTV,1,1.0,0.78125,1.0,1.0,1.0,0.9125000000000001,0.26705729961395264,0.1818424016237259,0.22325056791305542,0.32784974575042725,0.9443144798278809,0.9637701511383057,0.969426691532135
fight_0054_w03,CCTV,1,1.0,0.90625,1.0,1.0,1.0,0.9625000000000001,0.26690253615379333,0.18198804557323456,0.2234928011894226,0.3276166021823883,0.9383845329284668,0.9634917378425598,0.9664741158485413
fight_0054_w04,CCTV,1,1.0,1.0,1.0,1.0,1.0,1.0,0.20440535247325897,0.24363945424556732,0.2717060446739197,0.28024914860725403,0.9198578000068665,0.9679937958717346,0.9514595866203308
fight_0054_w05,CCTV,1,1.0,1.0,1.0,1.0,1.0,1.0,0.20440535247325897,0.24363945424556732,0.2717060446739197,0.28024914860725403,0.9274736642837524,0.9716230630874634,0.9528499245643616
fight_0054_w06,CCTV,0,1.0,0.03125,1.0,1.0,1.0,0.6125,0.26709046959877014,0.18181118369102478,0.22319862246513367,0.3278997540473938,0.03995472192764282,0.021378686651587486,0.021465400233864784
fight_0054_w07,CCTV,0,0.59375,0.0,0.6875,0.5,0.59375,0.3375,0.2540741562843323,0.181502103805542,0.23839020729064941,0.32603347301483154,0.5845180749893188,0.7948871850967407,0.2182779759168625
fight_0060_w01,CCTV,1,0.65625,0.3125,0.90625,0.65625,0.6875,0.51875,0.24190571904182434,0.19494275748729706,0.2629346251487732,0.3002168536186218,0.9404051899909973,0.9757530093193054,0.9673798084259033
fight_0060_w02,CCTV,1,1.0,0.78125,1.0,1.0,1.0,0.9125000000000001,0.26705729961395264,0.1818424016237259,0.22325056791305542,0.32784974575042725,0.9289156198501587,0.9632150530815125,0.961094856262207
fight_0060_w03,CCTV,1,0.84375,0.125,1.0,1.0,1.0,0.5875,0.2653762698173523,0.19142776727676392,0.22964802384376526,0.31354790925979614,0.898561954498291,0.9588967561721802,0.9465535283088684
fight_0060_w04,CCTV,1,0.96875,0.21875,1.0,1.0,1.0,0.675,0.26691579818725586,0.183717280626297,0.224345862865448,0.32502108812332153,0.9451566338539124,0.9790197014808655,0.9694555997848511
fight_0060_w06,CCTV,0,1.0,1.0,1.0,1.0,1.0,1.0,0.20440535247325897,0.24363945424556732,0.2717060446739197,0.28024914860725403,0.05856912210583687,0.022468099370598793,0.03505223989486694
fight_0060_w07,CCTV,0,1.0,0.84375,1.0,1.0,1.0,0.9375,0.2670237720012665,0.18187394738197327,0.22330302000045776,0.3277992308139801,0.03986452519893646,0.018926627933979034,0.020314913243055344
fight_0060_w08,CCTV,0,1.0,0.96875,1.0,1.0,1.0,0.9875,0.2654401361942291,0.18336071074008942,0.22578178346157074,0.3254174292087555,0.055541183799505234,0.03432188555598259,0.024050261825323105
fight_0060_w09,CCTV,0,0.84375,0.6875,1.0,1.0,1.0,0.8125,0.25294944643974304,0.20950283110141754,0.24966132640838623,0.287886381149292,0.06114773452281952,0.03635125234723091,0.023175671696662903
fight_0060_w10,CCTV,0,1.0,1.0,1.0,1.0,1.0,1.0,0.20440535247325897,0.24363945424556732,0.2717060446739197,0.28024914860725403,0.044970836490392685,0.018326103687286377,0.021764256060123444
fight_0060_w11,CCTV,0,1.0,0.96875,1.0,1.0,1.0,0.9875,0.2654401361942291,0.18336071074008942,0.22578178346157074,0.3254174292087555,0.04565420374274254,0.02790622040629387,0.019514527171850204
fight_0066_w00,CCTV,1,1.0,1.0,1.0,1.0,1.0,1.0,0.20440535247325897,0.24363945424556732,0.2717060446739197,0.28024914860725403,0.056718818843364716,0.02992217056453228,0.02604132890701294
fight_0066_w02,CCTV,1,1.0,1.0,1.0,1.0,1.0,1.0,0.20440535247325897,0.24363945424556732,0.2717060446739197,0.28024914860725403,0.9243004322052002,0.9711083769798279,0.9478661417961121
fight_0066_w03,CCTV,1,0.46875,0.125,0.625,0.3125,0.46875,0.3,0.2357734739780426,0.18763545155525208,0.25931963324546814,0.3172714114189148,0.9416760206222534,0.9623970985412598,0.968298614025116
fight_0066_w04,CCTV,1,0.4375,0.09375,0.15625,0.125,0.4375,0.23750000000000002,0.20249472558498383,0.192448690533638,0.19530409574508667,0.4097525477409363,0.2236003279685974,0.5599580407142639,0.08406595885753632
fight_0066_w06,CCTV,0,0.0,0.0,0.03125,0.0,0.0,0.0,0.2561856210231781,0.1847013682126999,0.2926892340183258,0.2664237320423126,0.06323143094778061,0.02905152179300785,0.0394267700612545
fight_0066_w07,CCTV,0,0.0625,0.0,0.03125,0.0,0.0625,0.025,0.20642901957035065,0.185400128364563,0.22017665207386017,0.3879941701889038,0.03499048948287964,0.03569035604596138,0.017293618991971016
fight_0066_w08,CCTV,0,0.6875,0.0,0.9375,0.65625,0.6875,0.40625,0.25099000334739685,0.18829861283302307,0.24626532196998596,0.31444600224494934,0.0665968805551529,0.029064567759633064,0.024401284754276276
fight_0066_w09,CCTV,0,0.3125,0.0,0.3125,0.21875,0.3125,0.16875,0.2480129450559616,0.1781446784734726,0.23057030141353607,0.34327203035354614,0.04837668687105179,0.04072955623269081,0.020502999424934387
fight_0066_w10,CCTV,0,0.0,0.0,0.0,0.0,0.0,0.0,0.20440535247325897,0.24363945424556732,0.2717060446739197,0.28024914860725403,0.04780329391360283,0.029935065656900406,0.029592638835310936
fight_0066_w11,CCTV,0,0.0,0.0,0.0,0.0,0.0,0.0,0.20440535247325897,0.24363945424556732,0.2717060446739197,0.28024914860725403,0.062296561896800995,0.04356382042169571,0.03614639490842819
fight_0069_w00,CCTV,1,0.125,0.0,0.875,0.1875,0.1875,0.08750000000000001,0.2534679174423218,0.18709902465343475,0.28545501828193665,0.27397802472114563,0.9314117431640625,0.9755315780639648,0.9679904580116272
fight_0069_w01,CCTV,1,0.0625,0.0,0.625,0.03125,0.125,0.03125,0.256456583738327,0.18398067355155945,0.28957825899124146,0.26998451352119446,0.913418173789978,0.9747676849365234,0.9589597582817078
fight_0069_w02,CCTV,1,0.125,0.0,0.65625,0.15625,0.1875,0.08125,0.2527419924736023,0.18750405311584473,0.2838226854801178,0.2759312391281128,0.9007877707481384,0.9677565693855286,0.9515143036842346
fight_0069_w04,CCTV,0,0.5625,0.0,0.75,0.5625,0.6875,0.3375,0.2539614140987396,0.18843874335289001,0.24254393577575684,0.31505587697029114,0.05282357707619667,0.04015422984957695,0.02388276532292366
